FileName,Class,x_center,y_center,width,height
./Labels\0.txt,0,0.722084367245657,0.5879828326180251,0.8684863523573201,0.688841201716738
./Labels\1.txt,0,0.16194331983805602,0.850779510022271,0.582995951417004,1
./Labels\10.txt,0,0.311526479750778,0.34500000000000003,0.657320872274143,0.5475
./Labels\100.txt,0,0.11693548387096701,0.29943502824858703,0.919354838709677,0.915254237288135
./Labels\101.txt,0,0.08467741935483801,0.31638418079096003,0.915322580645161,0.8700564971751411
./Labels\102.txt,0,0.256,0.26241134751773004,0.722,0.716312056737588
./Labels\103.txt,0,0.115729421352893,0.09825327510917001,0.9038304808475951,0.37008733624454104
./Labels\104.txt,0,0.477272727272727,0.5714285714285711,0.6954545454545451,0.6863354037267081
./Labels\105.txt,0,0.016,0.190391459074733,0.9293333333333331,0.711743772241992
./Labels\106.txt,0,0.348484848484848,0.425,0.49545454545454504,0.56590909090909
./Labels\107.txt,0,0.111428571428571,0.17050691244239602,0.902857142857142,0.8755760368663591
./Labels\108.txt,0,0.06270096463022501,0.10290237467018401,0.9115755627009641,0.8970976253298151
./Labels\109.txt,0,0.08433734939759001,0.26198083067092603,0.827309236947791,0.594249201277955
./Labels\11.txt,0,0.33984375,0.49154746423927104,0.4873046875,0.5682704811443431
./Labels\110.txt,0,0.046666666666666,0.28333333333333305,0.9155555555555551,0.665
./Labels\111.txt,0,0.06625,0.296666666666666,0.9287500000000001,0.5416666666666661
./Labels\112.txt,0,0.044,0.133333333333333,0.998,0.965333333333333
./Labels\113.txt,0,0.028070175438596003,0.3025,0.842105263157894,0.71
./Labels\114.txt,0,0.333931777378815,0.673076923076923,0.6858168761220821,0.8038461538461531
./Labels\115.txt,0,0.08,0.164444444444444,0.9983333333333331,0.417777777777777
./Labels\116.txt,0,0.191666666666666,0.28,0.87,0.724444444444444
./Labels\117.txt,0,0.26833333333333304,0.257777777777777,0.721666666666666,0.553333333333333
./Labels\118.txt,0,0.25625000000000003,0.36666666666666603,0.679166666666666,0.672222222222222
./Labels\119.txt,0,0.027083333333333,0.177777777777777,0.9812500000000001,0.447222222222222
./Labels\12.txt,0,0.3359375,0.427586206896551,0.6828124999999999,0.549425287356321
./Labels\120.txt,0,0.27419354838709603,0.536585365853658,0.76008064516129,0.7665505226480831
./Labels\121.txt,0,0.06094808126410801,0.11144578313253001,0.9683972911963881,0.39156626506024
./Labels\122.txt,0,0.024,0.198795180722891,0.88,0.7469879518072281
./Labels\123.txt,0,0.381428571428571,0.6133333333333331,0.7128571428571421,0.782857142857142
./Labels\124.txt,0,0.3375,0.39333333333333304,0.8,0.6566666666666661
./Labels\125.txt,0,0.334,0.3003003003003,0.7000000000000001,0.49249249249249205
./Labels\126.txt,0,0.6921875,0.45945945945945904,0.9984375,0.6252252252252251
./Labels\127.txt,0,0.31475409836065504,0.162721893491124,0.9967213114754091,0.618343195266272
./Labels\128.txt,0,0.312,0.32026143790849604,0.598,0.503267973856209
./Labels\129.txt,0,0.276,0.391428571428571,0.756,0.5942857142857141
./Labels\13.txt,0,0.18,0.41573033707865104,0.44363636363636305,0.6292134831460671
./Labels\130.txt,0,0.028,0.09352517985611501,0.998,0.834532374100719
./Labels\131.txt,0,0.34393939393939305,0.414351851851851,0.5787878787878781,0.527777777777777
./Labels\132.txt,0,0.301391035548686,0.48762376237623706,0.47140649149922703,0.636138613861386
./Labels\133.txt,0,0.40800000000000003,0.648192771084337,0.714,0.9132530120481921
./Labels\134.txt,0,0.17774086378737503,0.451327433628318,0.423588039867109,0.6076696165191741
./Labels\135.txt,0,0.212624584717607,0.762162162162162,0.509966777408637,0.867567567567567
./Labels\136.txt,0,0.31,0.605421686746987,0.656,0.825301204819277
./Labels\137.txt,0,0.307032590051458,0.5822222222222221,0.677530017152658,0.748888888888888
./Labels\138.txt,0,0.28222222222222204,0.6954436450839321,0.6866666666666661,0.877697841726618
./Labels\139.txt,0,0.047524752475247005,0.6034985422740521,0.293069306930693,0.737609329446064
./Labels\14.txt,0,0.302,0.388679245283018,0.72,0.70188679245283
./Labels\140.txt,0,0.560411311053984,0.5767790262172281,0.809768637532133,0.6966292134831461
./Labels\141.txt,0,0.292,0.48905109489051,0.79,0.715328467153284
./Labels\142.txt,0,0.7975,0.694845360824742,0.93625,0.7979381443298971
./Labels\143.txt,0,0.36776859504132203,0.44956140350877105,0.7231404958677681,0.600877192982456
./Labels\144.txt,0,0.22,0.492021276595744,0.876,0.7393617021276591
./Labels\145.txt,0,0.32916666666666605,0.384722222222222,0.74375,0.5361111111111111
./Labels\146.txt,0,0.315,0.38575667655786305,0.595,0.540059347181008
./Labels\147.txt,0,0.27,0.6735905044510381,0.52,0.8130563798219581
./Labels\148.txt,0,0.191666666666666,0.765578635014836,0.6916666666666661,0.9881305637982191
./Labels\149.txt,0,0.353754940711462,0.651105651105651,0.6798418972332011,0.7886977886977881
./Labels\15.txt,0,0.35400516795865605,0.5358255451713391,0.667958656330749,0.671339563862928
./Labels\150.txt,0,0.278,0.560465116279069,0.684,0.730232558139534
./Labels\151.txt,0,0.271428571428571,0.48730964467005006,0.5714285714285711,0.7157360406091371
./Labels\152.txt,0,0.342857142857142,0.565310492505353,0.657142857142857,0.640256959314775
./Labels\153.txt,0,0.26,0.524714828897338,0.508571428571428,0.6463878326996191
./Labels\154.txt,0,0.301184433164128,0.45511482254697205,0.6751269035532991,0.620041753653444
./Labels\155.txt,0,0.328125,0.388888888888888,0.9145833333333331,0.5458333333333331
./Labels\156.txt,0,0.505714285714285,0.45823389021479705,0.8371428571428571,0.6873508353221951
./Labels\157.txt,0,0.162790697674418,0.40063091482649804,0.751937984496124,0.706624605678233
./Labels\158.txt,0,0.166,0.063314711359404,0.738,0.8994413407821221
./Labels\159.txt,0,0.28524857375713103,0.34057971014492705,0.606356968215158,0.6652173913043471
./Labels\16.txt,0,0.37971391417425204,0.6187050359712231,0.635890767230169,0.7673860911270981
./Labels\160.txt,0,0.529747351263243,0.5695652173913041,0.662591687041564,0.627536231884057
./Labels\161.txt,0,0.45438596491228006,0.48198198198198205,0.5719298245614031,0.5923423423423421
./Labels\162.txt,0,0.26875000000000004,0.1,0.746875,0.322222222222222
./Labels\163.txt,0,0.568333333333333,0.57537688442211,0.85,0.7889447236180901
./Labels\164.txt,0,0.35846153846153805,0.7525354969574031,0.656923076923076,0.8722109533468551
./Labels\165.txt,0,0.17692307692307602,0.4325,0.489230769230769,0.6000000000000001
./Labels\166.txt,0,0.05625,0.18888888888888802,1,0.8777777777777771
./Labels\167.txt,0,0.44307692307692303,0.526223776223776,0.8984615384615381,0.699300699300699
./Labels\168.txt,0,0.341121495327102,0.41964285714285704,0.67601246105919,0.5863095238095231
./Labels\169.txt,0,0.048,0.264,0.996,0.796
./Labels\17.txt,0,0.128205128205128,0.590163934426229,0.39957264957264904,0.7650273224043711
./Labels\170.txt,0,0.277913610431947,0.29456521739130404,0.872860635696821,0.7195652173913041
./Labels\171.txt,0,0.30480847595762,0.729357798165137,0.615321923390383,0.8474770642201831
./Labels\172.txt,0,0.032,0.05161290322580601,0.99,0.864516129032258
./Labels\173.txt,0,0.442,0.455223880597014,0.862,0.686567164179104
./Labels\174.txt,0,0.418,0.35470085470085405,0.896,0.6837606837606831
./Labels\175.txt,0,0.264413518886679,0.44040404040404,0.9701789264413511,0.8565656565656561
./Labels\176.txt,0,0.325,0.603333333333333,0.6575000000000001,0.75
./Labels\177.txt,0,0.09,0.41000000000000003,0.275,0.55
./Labels\178.txt,0,0.33103448275862,0.644607843137254,0.44,0.7892156862745091
./Labels\179.txt,0,0.3798828125,0.656934306569343,0.5859375,0.7430656934306571
./Labels\18.txt,0,0.678861788617886,0.486005089058524,0.8800813008130081,0.595419847328244
./Labels\180.txt,0,0.31465517241379304,0.337628865979381,0.701149425287356,0.5025773195876281
./Labels\181.txt,0,0.35625,0.47279549718574104,0.6212500000000001,0.600375234521576
./Labels\182.txt,0,0.31228668941979504,0.61631419939577,0.43515358361774703,0.703927492447129
./Labels\183.txt,0,0.338,0.7558139534883721,0.716,0.8662790697674411
./Labels\184.txt,0,0.2,0.546125461254612,0.518,0.767527675276752
./Labels\185.txt,0,0.38077634011090505,0.6430260047281321,0.648798521256931,0.7659574468085101
./Labels\186.txt,0,0.32833333333333303,0.5519287833827891,0.675,0.6943620178041541
